"ID","exp_cond","big_Or01","big_N02","big_Nr03","big_O04","big_E05","big_E06","big_C07","big_C08","big_N09","big_A10","big_Ar11","big_Nr12","big_Er13","big_C14","big_Or15","big_E16","big_O17","big_E18","big_A19","big_Cr20","big_Cr21","big_N22","big_Or23","big_A24","big_Or25","big_C26","big_Er27","big_Nr28","big_Cr29","big_Ar30","big_C31","big_Er32","big_N33","big_Cr34","big_Or35","big_N36","big_Ar37","big_A38","big_Cr39","big_E40","big_Er41","vas_ar","age","gender","edu","occ","income","inc_cur","inc_normed","fav_device","tech_interest","operating_sys","os_use","os_pref","session_length","page_trail","pages_visited","os_auto","quit_early","rt_1","rt_2","rt_3","rt_4","rt_5","rt_6","seriousness","so","z0_browser_screen_h","z0_browser_screen_w","start","end","true_trail","big_O","big_C","big_E","big_A","big_N"
46044,"66VASnt",4.9,3,2.5,4.7,3.8,4.9,4.2,3.8,1.5,4.9,4.9,1.6,4.7,4.4,5,4.5,1.4,3.9,3.9,4.9,2.9,1.4,4.9,4.5,4.9,4.9,4.6,1.8,4.5,4.9,3.7,4.9,1.3,4.7,4.9,1.5,4.9,4.6,4.9,4.8,4.9,66,45,"woman","college graduate","student",0,"euro",0,"iPhone",70,"win","win","win",2635100,"start.html - 148.html - 270.html - 392.html - 469.html - demosend.html - thank.html - thank.html",8,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36",NA,193743,265277,120547,77829,101492,297650,"participate","so",960,1707,2024-05-03 11:29:48,2024-06-02 23:28:08,7,4.38571428571429,4.29,4.55555555555556,4.65714285714286,1.825
9765,"66VASnt",4.6,1.3,4.3,4.2,4.2,3.5,3.6,4,1.1,4.8,3,4.6,4.3,4.1,4.4,4.6,3.9,2.7,4.6,3.3,4.8,1.2,4.7,4.1,4.6,1.9,4.8,1.5,3.9,3.5,3.1,4.6,1.7,2.3,4.8,3,4.5,4.5,3.5,4.4,4.8,87,26,"man","college","student",1100,"euro",1100,"Dell Notebook, i9, 256 GB ",70,"mac","mac","win",476,"start.html - 148.html - 270.html - 392.html - 469.html - demosend.html - thank.html",7,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.1.2 Safari/605.1.15",NA,38607,92499,69814,53926,81290,136753,"participate","so",956,1470,2024-05-03 18:38:16,2024-05-03 18:46:12,7,4.45714285714286,3.45,4.21111111111111,4.14285714285714,2.3375
32347,"89LIK",5,1,4,4,1,3,4,4,2,4,5,2,2,5,5,2,5,2,4,3,3,1,5,5,4,5,2,1,2,4,3,2,2,4,4,2,5,4,4,4,4,60,29,"woman","college","student",60000,"dollar",55200," apple iPhone",67,"win","win","win",218,"start.html - 148.html - 270.html - 392.html - 469.html - demosend.html - thank.html",7,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36 Edg/124.0.0.0",NA,54987,NA,19790,30599,20827,61254,"participate","jk",1440,2560,2024-05-04 04:38:20,2024-05-04 04:41:58,7,4.57142857142857,3.7,2.44444444444444,4.42857142857143,1.875
7860,"89LIK",5,3,5,2,1,1,3,5,4,5,4,5,1,4,4,1,5,2,1,5,4,4,5,3,5,5,2,3,5,2,2,2,5,3,5,5,2,3,5,1,3,6,20,"woman","high school","student",900,"euro",900,"samsung tablet",13,"linux","other","other",397,"start.html - 148.html - 270.html - 392.html - 469.html - demosend.html - thank.html",7,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/25.0 Chrome/121.0.0.0 Safari/537.36",NA,28470,NA,40467,67450,49127,153253,"participate","so",825,1318,2024-05-04 21:29:10,2024-05-04 21:35:47,7,4.42857142857143,4.1,1.55555555555556,2.85714285714286,4.25
96296,"89LIK",5,2,5,5,3,3,4,4,1,5,5,4,4,4,5,4,5,4,5,4,4,4,4,4,4,5,2,1,2,4,2,4,3,4,5,2,5,4,5,5,5,85,22,"woman","high school",NA,850,"euro",850,"Android Smartphone ",3,"android","win","win",289,"start.html - 148.html - 270.html - 392.html - 469.html - demosend.html - thank.html",7,"Mozilla/5.0 (Linux; Android 10; MAR-LX1A Build/HUAWEIMAR-L21A; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/124.0.6367.54 Mobile Safari/537.36 StudoBrowser/4.54.5-android-studo (https://studo.com/studo-browser-information-and-contact)",NA,41099,NA,37989,41875,32678,91768,"participate","so",771,360,2024-05-04 22:21:57,2024-05-04 22:26:46,7,4.71428571428571,3.8,3.77777777777778,4.57142857142857,2.75
18236,"89LIK",5,5,2,5,3,3,1,2,2,5,5,4,3,4,5,3,4,3,4,2,1,2,4,5,5,1,3,2,2,2,1,4,3,3,5,3,5,5,5,4,5,91,32,"woman","college","self-employed",3000,"euro",3000,"Canon camera",12,"iphone","mac","mac",204,"start.html - 148.html - 270.html - 392.html - 469.html - demosend.html - thank.html",7,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.2 Mobile/15E148 Safari/604.1",NA,12594,NA,36335,28032,20893,64611,"participate","so",812,375,2024-05-05 10:53:24,2024-05-05 10:56:48,7,4.71428571428571,2.2,3.44444444444444,4.42857142857143,2.875
56949,"89LIK",1,3,2,5,3,4,2,4,3,5,2,4,4,4,5,4,3,3,3,3,2,1,5,5,4,4,4,2,2,5,4,4,1,4,4,2,5,4,5,4,5,43,21,"man","high school","student",1000,"euro",1000,"mac",61,"mac","mac","mac",399,"start.html - 148.html - 270.html - 392.html - 469.html - demosend.html - thank.html",7,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",NA,79628,NA,56707,52240,59185,116264,"participate","so",956,1470,2024-05-05 11:09:33,2024-05-05 11:16:12,7,3.85714285714286,3.4,3.88888888888889,4.14285714285714,2.25
48211,"66VASnt",4.6,2.9,4.1,4.3,2,2.6,2.6,3.3,3.7,4.2,4.4,3.5,2.6,3.1,3.3,2.8,2.9,1.2,4,4.4,2.9,2.8,3.8,4,4.2,3.5,1.7,3.8,2.4,4,2.2,2.8,2.6,3.3,4.4,2,4,3.4,3.4,3.2,3.1,57,19,"woman","high school","student",550,"euro",550,"Smartphone",30,"win","win","win",249,"start.html - 148.html - 270.html - 392.html - 469.html - demosend.html - thank.html",7,"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:125.0) Gecko/20100101 Firefox/125.0",NA,27904,49200,39080,29675,35080,67323,"participate","so",864,1536,2024-05-05 11:17:21,2024-05-05 11:21:30,7,3.92857142857143,3.11,2.44444444444444,4,3.175
10750,"89LIK",4,3,2,5,2,4,4,3,2,5,5,3,3,4,5,4,4,2,5,4,3,2,4,4,5,5,3,2,4,5,4,4,1,5,5,3,5,4,4,4,5,76,20,"woman","high school","student",980,"euro",980,"apple I Phone",42,"iphone","mac","mac",479,"start.html - 148.html - 270.html - 392.html - 469.html - demosend.html - thank.html - thank.html",8,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4.1 Mobile/15E148 Safari/604.1",NA,22363,NA,60112,83851,50778,79526,"participate","so",844,390,2024-05-05 11:59:26,2024-05-05 12:07:25,7,4.57142857142857,4,3.44444444444444,4.71428571428571,2.25
1272,"74VAS",5,1.8,3.7,5,1,3.1,4.4,3.6,2.4,3.8,5,3.6,2.9,3.7,5,2,5,3.5,3.1,2,3.1,3,5,2.6,2.4,4.6,2.9,3,3.3,5,3.3,3.8,3.2,2.9,3.8,3.4,4.7,3.2,4.4,1.7,4.4,62,32,"woman","post grad education","self-employed",NA,NA,NA,NA,31,"android","win","win",278,"start.html - 148.html - 270.html - 392.html - 469.html - demosend.html - thank.html",7,"Mozilla/5.0 (Android 13; Mobile; rv:125.0) Gecko/125.0 Firefox/125.0",NA,19357,NA,42536,46252,55427,48484,"participate","jk",800,360,2024-05-05 12:50:33,2024-05-05 12:55:11,7,4.45714285714286,3.53,2.81111111111111,3.91428571428571,3.0125
2751,"89LIK",5,3,5,4,3,4,1,1,3,4,5,2,3,1,4,3,5,4,4,2,2,2,5,5,4,4,4,3,1,5,1,5,2,2,4,2,5,3,4,4,4,51,22,"woman","high school","student",0,"euro",0,"Android Smartphone",60,"linux","win","win",360,"start.html - 148.html - 270.html - 392.html - 469.html - demosend.html - thank.html",7,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36",NA,39359,NA,60244,68578,35319,70517,"participate","so",825,1318,2024-05-06 11:53:56,2024-05-06 11:59:56,7,4.42857142857143,1.9,3.77777777777778,4.42857142857143,2.75
58233,"66VASnt",5,2,4,5,3.6,3.9,4,1.9,1,1.5,1.9,4.3,3.2,1.8,5,3.6,1,4,2.3,4,2.3,4.7,1.6,4.1,5,5,4.1,1,4.9,1.8,1,4.5,1.3,1.9,4.9,4.2,1.9,1.6,3.2,5,4.5,85,23,"woman","primary","student",1300,"euro",1300,"macbook",13,"mac","mac","mac",250,"start.html - 148.html - 270.html - 392.html - 469.html - demosend.html - thank.html",7,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4.1 Safari/605.1.15",NA,8545,50780,39212,33837,48886,66297,"participate","so",900,1440,2024-05-06 19:51:38,2024-05-06 19:55:48,7,3.92857142857143,3,4.04444444444444,2.15714285714286,2.8125
10130,"74VAS",3.7,3.4,4.1,3.5,3,3.7,3.6,3.2,2.1,3.8,3.4,3.6,3.4,3.4,2,2.7,3,3.5,3.6,3.8,2.5,3.3,3.3,3.2,3.4,2.4,3.4,2.7,2.8,4,1.7,3.6,2.7,3.6,3.8,3.2,4.1,2.1,4.9,3.6,4.6,61,33,"woman","college graduate","employed",3000,"euro",3000,"iPhone",54,"mac","mac","mac",280,"start.html - 148.html - 270.html - 392.html - 469.html - demosend.html - thank.html",7,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.6.1 Safari/605.1.15",NA,26106,NA,49532,55620,50095,56721,"participate","jk",900,1440,2024-05-06 21:30:17,2024-05-06 21:34:57,7,3.24285714285714,3.19,3.5,3.45714285714286,3.1375
74965,"66VASnt",4.7,3.8,4.5,5,5,5,4.3,4.4,1.5,5,4.6,5,5,4.5,5,5,4.8,5,5,5,1,4,5,5,5,5,5,1,1,5,1.6,4.9,4.2,2.9,5,5,5,4.1,4.5,4.1,5,86,20,"woman","high school","student",8000,"dollar",7360,"Apple Laptop",59,"mac","mac","mac",278,"start.html - 148.html - 270.html - 392.html - 469.html - demosend.html - thank.html",7,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.6 Safari/605.1.15",NA,13392,49718,43015,28518,36620,103897,"participate","ind",900,1440,2024-05-07 07:26:26,2024-05-07 07:31:04,7,4.92857142857143,3.42,4.88888888888889,4.81428571428571,3.625
86326,"74VAS",4.4,3.7,3.6,4.4,4,4,3,3.4,3.2,5,5,3.4,3.8,3.6,3.8,4,4.4,3.4,4.6,2.8,3.4,3.3,4.1,4.2,4.3,3.5,3.7,3.1,2.5,4.4,2.5,4.6,3.2,3.9,4.6,2.7,4.2,4.3,3.6,5,3.7,55,20,"woman","high school","student",0,"euro",0,"Apple Smartphone",0,"mac","mac","mac",413,"start.html - 148.html - 270.html - 392.html - 469.html - demosend.html - thank.html",7,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",NA,15481,NA,46092,56836,169548,70831,"participate","so",800,1280,2024-05-07 09:15:47,2024-05-07 09:22:40,7,4.28571428571429,3.22,4.02222222222222,4.52857142857143,3.275
43224,"66VASnt",4.6,2.6,4,4.3,1.2,1.2,3.9,4.3,4.3,4.8,4.8,4.8,1.1,4.4,4.3,1.1,4.7,1.2,2.9,4.9,4.8,4.6,4.5,4.8,4.4,4.5,1.1,4.3,3.6,4.7,2.8,1.1,4.5,4.4,4,4.6,4.6,3.5,4.3,1.8,1.8,28,22,"woman","high school","student",NA,NA,NA,NA,69,"win","win","win",497,"start.html - 148.html - 270.html - 392.html - 469.html - demosend.html - thank.html",7,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",NA,13656,84051,116497,69902,95443,113501,"participate","so",768,1366,2024-05-07 12:38:28,2024-05-07 12:46:45,7,4.4,4.19,1.28888888888889,4.3,4.2125
73471,"74VAS",5,3.5,4,4.1,3.7,2.6,2.7,3.7,1.1,4.9,2.3,4.1,3.3,3.6,2.4,3.3,4.4,3.8,3.8,4,2.3,3.9,4.7,4.5,3.9,2.6,3.7,2.1,2.5,3.6,2.2,3.6,2.5,2.6,4.6,2.4,5,3.7,4.4,2.6,3.8,33,20,"woman","high school",NA,2000,"dollar",1840,"iphone",19,"mac","mac","mac",527,"start.html - 148.html - 270.html - 392.html - 469.html - demosend.html - thank.html",7,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",NA,14693,NA,41723,55212,107436,256562,"participate","jk",900,1440,2024-05-07 15:42:14,2024-05-07 15:51:01,7,4.15714285714286,3.06,3.37777777777778,3.97142857142857,2.95
82999,"89LIK",5,2,4,5,2,4,2,2,1,5,5,4,4,5,5,4,5,4,5,5,4,3,5,4,5,5,3,1,4,5,2,3,3,4,5,3,3,4,5,5,5,78,22,"woman","high school","student",850,"euro",850,"Android Smartphone",5,"win","win","win",402,"start.html - 148.html - 270.html - 392.html - 469.html - demosend.html - thank.html",7,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",NA,16586,NA,32261,123893,54645,66502,"participate","so",864,1536,2024-05-07 18:46:29,2024-05-07 18:53:11,7,5,3.8,3.77777777777778,4.42857142857143,2.625
7389,"66VASnt",5,3.9,4.2,4.2,3.8,3.6,2.1,1.7,1.5,4.3,2.7,4.3,4.2,2.5,4.2,4,4.3,4.6,3.5,1.3,1.5,4.4,4.4,3.7,4.8,4.4,3.8,2.6,2,2.7,1.3,4.7,4,2.2,4.5,3.9,3.5,1.8,4.2,3.9,4.9,55,21,"woman","high school","student",800,"euro",800,"Android Smartphone",6,"win","win","win",291,"start.html - 148.html - 270.html - 392.html - 469.html - demosend.html - thank.html",7,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",NA,23941,78810,48882,34725,38064,62997,"participate","so",768,1366,2024-05-08 01:33:31,2024-05-08 01:38:22,7,4.48571428571429,2.32,4.16666666666667,3.17142857142857,3.6
49682,"74VAS",5,2.4,2.2,5,2.3,3.3,2.1,2.6,2.7,5,4.3,2,2.3,4.5,4,3.8,4.1,2.6,3.3,1.4,1.7,2.9,3.9,3.7,4.1,4,1.7,3,4.1,2.3,1.7,2.3,2,4.1,4.5,1.5,4.3,4,4.6,2.7,3.7,54,22,"woman","high school","student",1200,"euro",1200,"Lenovo Laptop",17,"win","win","win",255,"start.html - 148.html - 270.html - 392.html - 469.html - demosend.html - thank.html",7,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36 Edg/124.0.0.0",NA,16028,NA,47600,37559,48500,62750,"participate","so",720,1280,2024-05-08 10:10:09,2024-05-08 10:14:24,7,4.37142857142857,3.08,2.74444444444444,3.84285714285714,2.3375
28728,"89LIK",4,5,4,5,4,3,3,1,4,5,4,5,2,2,5,4,4,4,4,3,2,3,4,3,2,2,3,4,2,1,1,5,4,3,5,5,5,5,4,4,4,50,25,"woman","college","student",1100,"euro",1100,"IPad",21,"android","win","win",209,"start.html - 148.html - 270.html - 392.html - 469.html - demosend.html - thank.html",7,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Mobile Safari/537.36",NA,16288,NA,32552,39703,31249,55743,"participate","so",832,384,2024-05-08 11:29:38,2024-05-08 11:33:07,7,4.14285714285714,2.3,3.66666666666667,3.85714285714286,4.25
79435,"74VAS",1.2,1.2,1.2,3.6,2.2,4.7,4.8,4.2,1,5,4.7,3,3.5,4.5,3.9,5,1.2,4.7,3.4,5,5,1,3.8,4.7,2,3.5,5,1,4.2,2.3,3.1,5,1.6,1.8,3.8,1,4.5,4.4,4.5,5,5,64,21,"man","high school","employed",867,"euro",867,"My car",100,"mac","win","win",693,"start.html - 148.html - 270.html - 392.html - 469.html - demosend.html - thank.html",7,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4.1 Safari/605.1.15",NA,16795,NA,131891,194834,122706,94206,"participate","so",1080,810,2024-05-08 20:49:18,2024-05-08 21:00:51,7,2.78571428571429,4.06,4.45555555555556,4.14285714285714,1.375
73317,"74VAS",4.1,4,3.7,3.5,1,3.4,1,2.1,3.1,4.4,2.7,5,1.8,1.8,5,3.4,3.3,2.4,3.3,2.8,1.9,3.3,4.9,3.7,4.2,3.4,1.6,2.3,1,4.7,3.5,3.9,3.3,2.2,3.7,3.4,4.9,4.3,2.1,4.6,2.2,55,18,"woman","high school","student",NA,"dollar",NA,"my iphone ",2,"linux","other","other",1160,"start.html - 148.html - 270.html - 392.html - 469.html - demosend.html - thank.html",7,"Mozilla/5.0 (X11; CrOS x86_64 14541.0.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36",NA,917331,NA,48665,40382,27962,68789,"participate","jk",768,1366,2024-05-09 04:38:02,2024-05-09 04:57:22,7,4.1,2.18,2.7,4,3.5125
5390,"89LIK",1,3,2,2,5,4,4,5,3,5,5,3,2,5,3,4,1,4,4,4,4,3,2,5,3,5,3,2,3,5,4,2,3,3,2,2,5,4,3,4,2,55,22,"woman","high school","student",NA,NA,NA,"My iPhone",38,"win","mac","mac",938,"start.html - 148.html - 270.html - 392.html - 469.html - demosend.html - thank.html",7,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36",NA,376215,NA,185911,60020,81181,123906,"participate","jk",768,1366,2024-05-10 19:13:40,2024-05-10 19:29:18,7,2,4,3.33333333333333,4.71428571428571,2.625
43803,"66VASnt",1.9,3.3,2,4.4,2.9,4.3,3.3,3.8,2,3.9,4.4,2.3,3.9,3.7,4,3.6,2.2,3.5,4.1,3.3,2.4,3.2,4.7,3.9,5,4.1,3.7,2.6,3.7,2.6,3.6,3.9,1.4,4,4.7,1.4,3.9,4.2,4.3,4,4.2,64,37,"woman","college graduate","self-employed",3000,"euro",3000,"iPhone",57,"mac","mac","mac",565,"start.html - 148.html - 270.html - 392.html - 469.html - demosend.html - thank.html",7,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4.1 Safari/605.1.15",NA,14929,120919,120747,107076,110797,87730,"participate","so",900,1440,2024-05-10 22:04:12,2024-05-10 22:13:37,7,3.84285714285714,3.62,3.77777777777778,3.85714285714286,2.275
84506,"66VASnt",2.5,3,4.1,4.4,1.2,3.5,3.6,3,3.8,3.9,3.5,4.3,1.9,3.8,3.8,1.6,1.7,3.1,1.9,4.7,3.4,3.5,3.9,4,4.6,4.3,2.2,2.5,3.1,4.7,3.2,3.2,2.8,4.3,4.9,2.8,4.8,2.9,3.3,2.6,3.4,50,53,"woman","high school","unemployed",600,"dollar",552,"laptop",43,"win","win","mac",376,"start.html - 148.html - 270.html - 392.html - 469.html - demosend.html - thank.html",7,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36 Edg/124.0.0.0",NA,41561,79517,59775,63725,54938,70912,"participate","jk",864,1536,2024-05-11 05:36:15,2024-05-11 05:42:31,7,3.68571428571429,3.67,2.52222222222222,3.67142857142857,3.35
82060,"74VAS",4,2.2,1.8,5,2,2.4,2.2,2.4,2.1,4.4,4.8,1.1,2.6,2.2,4.9,2.5,2.2,2.6,3.7,3.8,1.8,2.1,5,4.5,5,4.7,2.7,2.2,2.5,5,1.2,4.4,1.5,3.6,5,1,5,2.2,4,3.9,3.4,64,36,"woman","college graduate","unemployed",NA,NA,NA,"Apple Smartphone",83,"iphone","win","win",4001,"start.html - 148.html - 270.html - 392.html - 469.html - demosend.html - thank.html",7,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4.1 Mobile/15E148 Safari/604.1",NA,247721,NA,3447341,79807,61681,111259,"participate","so",852,393,2024-05-11 22:11:51,2024-05-11 23:18:32,7,4.44285714285714,2.84,2.94444444444444,4.22857142857143,1.75
73345,"74VAS",4.1,1.9,3,4,1.3,3.9,2,3,2,4.5,3,3,2.9,3.1,3.8,4.3,3.5,2.9,4.4,3.7,2.7,2.2,4.5,3.8,3.7,3.9,3.8,2.5,2.6,3,3.6,4.4,1.9,3.1,3.5,2.8,3.2,4.1,3.7,3.8,4.2,37,21,"woman","primary","student",900,"euro",900,"Smartphone",28,"iphone","mac","mac",453,"start.html - 148.html - 270.html - 392.html - 469.html - demosend.html - thank.html",7,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4.1 Mobile/15E148 Safari/604.1",NA,48547,NA,94387,84791,44683,117481,"participate","so",896,414,2024-05-12 16:52:05,2024-05-12 16:59:38,7,3.87142857142857,3.14,3.5,3.71428571428571,2.4125
98374,"74VAS",4.9,3.9,3.8,4.8,2.7,2.8,3.3,3.5,1.4,4,2.7,3.6,2.7,3.7,3.7,3.1,4.2,3.6,2.9,3.3,2.5,2.5,4.6,2.4,3.5,4.1,3.7,2.8,4.4,2.5,3.8,2.3,2.6,2.6,4.5,3.1,2.8,3,1.9,2.7,3.2,97,23,"woman","high school","student",425,"euro",425,"iPad",40,"mac","mac","mac",221,"start.html - 148.html - 270.html - 392.html - 469.html - demosend.html - thank.html",7,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4.1 Safari/605.1.15",NA,11996,NA,33760,42945,42749,56748,"participate","so",1180,820,2024-05-12 20:23:56,2024-05-12 20:27:37,7,4.31428571428571,3.31,2.97777777777778,2.9,2.9625
20736,"74VAS",5,4.5,2.9,5,2.9,4.4,2,1.8,3,5,5,4.1,4,2,5,3.9,2.5,3,5,1.9,1,3.9,5,5,5,5,4,3.1,1.7,5,1,5,2.6,3.3,5,4.2,5,5,1.9,2,5,31,27,"woman","college","student",200,NA,200,"Ipad",46,"mac","mac","win",339,"start.html - 148.html - 270.html - 392.html - 469.html - demosend.html - thank.html",7,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.3 Safari/605.1.15",NA,14679,NA,83134,61889,39153,97390,"participate","so",1194,834,2024-05-13 07:11:23,2024-05-13 07:17:02,7,4.64285714285714,2.16,3.8,5,3.5375
47447,"66VASnt",5,3.6,4.2,5,3,3,3,3,3,3,2.1,4.3,4.3,3.5,4.4,4.2,3.7,2,4,4,2.1,5,5,3.8,5,2.2,4.4,1.7,3,4.3,3.5,1,1.8,4.3,5,2.2,5,3.7,2.5,3.8,5,58,19,"woman","high school","student",300,"euro",300,"android tablet ",0,"linux","win","win",575,"start.html - 148.html - 148.html - 270.html - 392.html - 469.html - demosend.html - thank.html",8,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36 (Ecosia android@119)",NA,16605,19099,132629,77338,63500,107164,"participate","so",854,1366,2024-05-14 11:02:42,2024-05-14 11:12:17,7,4.72857142857143,3.11,3.41111111111111,3.7,3.225
34512,"66VASnt",5,4.1,2.9,5,4.2,5,3.8,3.5,3.5,4.9,2.1,2.3,4.5,4.3,4,5,5,3.5,3.5,2.9,2.3,1.7,5,4.9,4.9,4.8,5,3.2,2.6,1.7,2.2,4.4,2.8,2.9,4.8,3,4.3,2.7,4.6,4.7,4.3,44,21,"man","high school","student",500,"euro",500,"Iphone",88,"iphone","mac","mac",284,"start.html - 148.html - 270.html - 392.html - 469.html - demosend.html - thank.html",7,"Mozilla/5.0 (iPad; CPU OS 17_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/124.0.6367.111 Mobile/15E148 Safari/604.1",NA,11370,36609,34290,28050,27560,143280,"participate","so",1080,810,2024-05-15 12:24:37,2024-05-15 12:29:21,7,4.81428571428571,3.39,4.51111111111111,3.44285714285714,2.9375
13887,"66VASnt",4.6,3.1,4.1,4.3,4.1,3.9,1,1.6,3.9,5,4,4.3,4.6,1.7,4.6,3.1,4.1,4.1,2.4,2,1,4,4.8,5,3.8,3.8,4.3,2.6,2,2.6,1.2,5,2.4,3.1,4.8,3,4.5,4.3,4.7,2.3,5,71,20,"woman","high school","student",NA,"euro",NA,"iPhone (Apple)",12,"mac","mac","mac",543,"start.html - 148.html - 270.html - 392.html - 469.html - demosend.html - thank.html",7,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4.1 Safari/605.1.15",NA,28949,169170,119872,72392,70157,79712,"participate","so",1080,810,2024-05-15 13:20:19,2024-05-15 13:29:22,7,4.42857142857143,2.21,4.04444444444444,3.97142857142857,3.425
38833,"89LIK",3,5,2,2,2,4,3,4,4,4,4,4,2,4,2,3,4,3,4,2,3,2,1,4,2,3,2,3,4,4,4,3,3,3,2,2,4,4,2,3,3,44,23,"woman","college","employed",520,"euro",520,"Apple Smartphone",36,"win","mac","mac",225,"start.html - 148.html - 270.html - 392.html - 469.html - demosend.html - thank.html",7,"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:124.0) Gecko/20100101 Firefox/124.0",NA,23571,NA,35920,36419,32601,55968,"participate","so",864,1536,2024-05-16 08:48:27,2024-05-16 08:52:12,7,2.28571428571429,3.2,2.77777777777778,4,3.125
72326,"66VASnt",4.5,3.6,4.1,3.4,1.4,1.4,3.4,4.5,1.6,4.8,4.4,3.2,2.3,4.4,4.5,1,4.2,1.1,3.3,4.8,2.8,3.5,4.2,5,4.8,5,1,3.1,3.1,3.1,2.5,3.5,2.5,3.5,4.8,2.4,4.9,4.6,4.8,2.8,4.7,61,23,"woman","primary","student",400,"euro",400,"iPhone",12,"win","win","win",370,"start.html - 148.html - 270.html - 392.html - 469.html - demosend.html - thank.html",7,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36 Edg/124.0.0.0",NA,18142,65026,55259,51596,67991,111189,"participate","so",864,1536,2024-05-16 13:24:35,2024-05-16 13:30:45,7,4.34285714285714,3.88,2.13333333333333,4.3,3
